Week,Year,Week_Numer,Gross,Gross_Diff,Pot_Gross,Potential_Gross_Percent,Average_Paid_Ticket,Top_Ticket,Seats_Sold,Total_Seats,Performances,Capacity,Capacity_Diff,Show_Name
2/21/10,2010,8,455335,455335,933200,0.4879,62.03,200,7340,8568,8,0.857,0,A Behanding In Spokane
1/6/08,2008,1,259101,-61485,599676,0.4321,73.9,251.5,3506,7592,8,0.462,-0.112,A Bronx Tale
3/30/08,2008,13,400926,400926,606209,0.6614,69.82,199.5,5742,6531,7,0.879,0,A Catered Affair
4/15/90,1990,15,20776,20776,0,,0,0,1944,0,7,0,0,A Change In The Heir
1/6/08,2008,1,502712,-228801,792383,0.6344,65.58,301.25,7666,8552,8,0.896,-0.105,A Chorus Line
12/30/01,2001,52,819397,386727,913747,0.8967,68.25,100,12005,12800,8,0.938,0.938,A Christmas Carol
2/18/01,2001,7,172138,172138,474553,0.3627,35.65,75,4828,7637,7,0.632,0,A Class Act
3/16/03,2003,11,130302,130302,232600,0.5602,41.91,65,3109,3700,5,0.84,0,A Day In The Death Of Joe Egg
1/4/15,2015,1,648646,8054,923128,0.7027,118.89,323,5456,6416,8,0.85,0.067,A Delicate Balance
3/30/97,1997,13,94514,94514,0,,29.34,60,3221,6108,6,0.527,0,A Doll S House
4/2/17,2017,14,85982,85982,471835,0.1822,30.03,273,2863,3875,5,0.739,0,A Doll S Housepart 2
1/6/91,1991,1,100988,-48967,0,,0,0,4655,0,8,0,0,A Few Good Men
1/2/11,2011,1,236459,92609,880750,0.2685,53.02,115,4460,8344,8,0.535,0.099,A Free Man Of Color
1/4/98,1998,1,428654,17249,623630,0.6874,46.03,70,9313,12936,8,0.72,0.034,A Funny Thing Happened On The Way To The Forum
1/3/16,2016,1,764181,225599,1180359,0.6474,95.88,327,7970,8163,9,0.976,0.118,A Gentleman S Guide To Love And Murder
1/2/94,1994,1,65319,27736,0,,0,0,3465,0,8,0,0,A Grand Night For Singing
9/26/10,2010,39,344287,344287,994752,0.3461,59.27,250,5809,8568,8,0.678,0,A Life In The Theatre
1/19/92,1992,3,157130,157130,0,,0,0,6452,0,8,0,0,A Little Hotel On The Side
10/19/86,1986,42,20000,20000,0,,0,0,2000,0,4,0,0,A Little Like Magic
9/14/08,2008,37,141040,141040,336819,0.4187,50.3,111.5,2804,3700,5,0.758,0,A Man For All Seasons
3/24/96,1996,12,252870,252870,593349,0.4262,38.03,65,6649,8688,6,0.765,0,A Midsummer Night S Dream
10/25/98,1998,43,1648,1648,31671,0.052,21.97,40,75,1004,1,0.075,0,A Mom S Life
4/9/95,1995,15,133766,133766,0,,0,0,3916,0,8,0,0,A Month In The Country
4/5/87,1987,14,35612,35612,0,,0,0,2690,0,7,0,0,A Month Of Sundays
4/1/07,2007,13,400224,400224,433545,0.9231,88.94,251.5,4500,5165,5,0.871,0,A Moon For The Misbegotten
9/18/05,2005,38,237903,237903,356124,0.668,50.34,81.25,4726,5920,8,0.798,0,A Naked Girl On The Appian Way
1/5/14,2014,1,369944,-74413,701808,0.5271,88.57,197,4177,6720,8,0.622,-0.114,A Night With Janis Joplin
3/9/14,2014,10,151179,151179,129748,1.1652,144.53,348,1046,1046,1,1,0,A Raisin In The Sun
4/5/92,1992,14,118935,118935,0,,0,0,6379,0,8,0,0,A Small Family Business
9/13/09,2009,37,767663,767663,636970,1.2052,143.35,375,5355,5355,5,1,0,A Steady Rain
4/8/12,2012,15,309488,309488,1015867,0.3047,47.11,197.5,6569,9344,8,0.703,0,A Streetcar Named Desire
8/24/08,2008,34,364207,364207,713340,0.5106,59.94,97,6076,8520,6,0.713,0,A Tale Of Two Cities
7/8/01,2001,27,179909,179909,409343,0.4395,38.76,77.5,4642,6570,6,0.707,0,A Thousand Clowns
9/29/13,2013,39,54952,54952,92158,0.5963,70.81,223,776,802,1,0.968,0,A Time To Kill
1/1/06,2006,1,295592,137159,445428,0.6636,52.95,86.25,5582,7056,7,0.791,0.301,A Touch Of The Poet
1/1/95,1995,1,209755,101920,0,,0,0,5581,0,8,0,0,A Tuna Christmas
1/3/16,2016,1,518228,41141,878432,0.5899,73.26,248,7074,8168,8,0.866,0.14,A View From The Bridge
2/14/88,1988,7,44009,44009,0,,0,0,3224,0,6,0,0,A Walk In The Woods
4/6/03,2003,14,88839,88839,505074,0.1759,42.96,91.25,2068,8416,8,0.246,0,A Year With Frog And Toad
1/2/94,1994,1,342411,187426,0,,0,0,7431,0,8,0,0,Abe Lincoln In Illinois
9/25/05,2005,39,107270,107270,237263,0.4521,43.89,79,2444,3250,5,0.752,0,Absurd Person Singular
4/12/09,2009,15,145549,145549,395742,0.3678,49.76,95,2925,4550,7,0.643,0,Accent On Youth
11/4/84,1984,0,23149,23149,0,,0,0,1777,0,3,0,0,Accidental Death Anar 
4/8/90,1990,14,36909,36909,0,,0,0,3459,0,3,0,0,Accomplice
3/23/14,2014,12,152704,152704,513600,0.2973,57.67,125,2648,4336,4,0.611,0,Act One
1/5/14,2014,1,579804,-311606,995336,0.5825,102.86,197,5637,8288,8,0.68,-0.228,After Midnight
9/20/09,2009,38,98091,98091,392100,0.2502,27.93,111.5,3512,3700,5,0.949,0,After Miss Julie
6/27/04,2004,26,158242,158242,226300,0.6993,50.54,86.25,3131,3700,5,0.846,0,After The Fall
5/1/05,2005,18,95772,95772,233909,0.4094,42.17,78,2271,3250,5,0.699,0,After The Night And The Music
2/22/98,1998,8,77935,77935,445000,0.1751,24.8,55,3143,4308,4,0.73,0,Ah Wilderness
6/12/88,1988,24,24809,24809,0,,0,0,1335,0,2,0,0,Ah Wildernesslong Day S Journey Into Night
1/4/04,2004,1,849615,-72527,920819,0.9227,71.04,180,11960,13560,8,0.882,-0.017,Aida
3/28/93,1993,13,89745,89745,0,,0,0,3196,0,4,0,0,Ain T Broadway Grand
1/1/89,1989,1,277924,176956,0,,0,0,8103,0,8,0,0,Ain T Misbehavin 
4/5/15,2015,14,90799,90799,442026,0.2054,34.67,0,2619,3762,6,0.696,0,Airline Highway
1/7/18,2018,1,1700096,-685832,1648369,1.0314,123.41,227.5,13776,13816,8,0.997,-0.001,Aladdin
2/28/10,2010,9,265727,265727,823944,0.3225,56.17,251.5,4731,7322,7,0.646,0,All About Me
1/4/09,2009,1,713678,110228,919663,0.776,81.91,300,8713,9468,9,0.92,-0.038,All My Sons
2/20/05,2005,8,95406,95406,126934,0.7516,56.39,100,1692,1704,1,0.993,0,All Shook Up
2/16/14,2014,7,770789,770789,1381980,0.5577,94.14,225,8188,11424,8,0.717,0,All The Way
1/3/16,2016,1,552338,66489,927600,0.5954,78.94,223,6997,8456,8,0.827,0.143,Allegiance
1/6/85,1985,1,71460,-63824,0,,0,0,2932,0,8,0,0,Alone Together
11/27/16,2016,48,580738,580738,933040,0.6224,102.77,197.5,5651,8208,8,0.688,0,Alton Brown Liveeat Your Science
1/2/00,2000,1,285367,62119,470340,0.6067,51.63,70,5527,7944,8,0.696,0.175,Amadeus
6/28/15,2015,26,200392,200392,686150,0.2921,57.57,197,3481,5810,5,0.599,0,Amazing Grace
3/12/17,2017,11,377025,377025,503446,0.7489,104.24,250.5,3617,3708,4,0.975,0,Am Lie
11/2/08,2008,44,124431,124431,372088,0.3344,52.24,250,2382,4072,4,0.585,0,American Buffalo
1/2/11,2011,1,1183038,643228,1492808,0.7925,88.12,250,13426,15381,9,0.873,0.312,American Idiot
3/27/16,2016,13,365186,365186,530359,0.6886,90.04,248,4056,4124,4,0.984,0,American Psycho
9/22/02,2002,38,42449,42449,145074,0.2926,38.84,86.25,1093,1922,2,0.569,0,Amour
4/4/99,1999,14,100320,100320,115802,0.8663,46.88,65,2140,2192,2,0.976,0,Amy S View
5/29/16,2016,22,122461,-952317,192562,0.636,86.67,247,1413,1506,2,0.938,-0.041,An Act Of God
1/27/02,2002,4,199167,199167,349943,0.5691,43.96,65,4531,5920,8,0.765,0,An Almost Holy Picture
3/23/97,1997,12,84649,84649,0,,22.86,50,3703,4316,4,0.858,0,An American Daughter
1/3/16,2016,1,1349303,67274,1471280,0.9171,116.86,223,11546,13432,8,0.86,0.05,An American In Paris
9/9/12,2012,37,158664,158664,494739,0.3207,46.04,120,3446,4508,7,0.764,0,An Enemy Of The People
7/19/98,1998,29,65010,65010,264309,0.246,25.54,65,2545,4800,6,0.53,0,An Evening With Jerry Herman
1/1/12,2012,1,460420,460420,1033200,0.4456,97.82,250,4707,8464,8,0.556,0,An Evening With Patti Lupone And Mandy Patinkin
1/5/97,1997,1,168568,-37976,0,,38.88,55,4336,8768,8,0.495,-0.107,An Ideal Husband
1/1/95,1995,1,402142,182263,0,,0,0,8053,0,8,0,0,An Inspector Calls
1/7/18,2018,1,1032519,-791218,962806,1.0724,128.53,298,8033,8001,7,1.004,0.002,Anastasia
2/25/18,2018,8,322034,322034,618435,0.5207,77.23,247,4322,4032,3,1.072,0,Angels In America
2/24/13,2013,8,262436,262436,926975,0.2831,54.38,175,4826,7791,7,0.619,0,Ann
1/3/93,1993,1,146869,83678,0,,0,0,3960,0,8,0,0,Anna Christie
